frame_idx,time_s,group,TIPL_kf_x,TIPL_kf_y,TIPL_kf_vx,TIPL_kf_vy,TIPL_kf_state,TIPL_kf_missing_frames,TIPL_kf_age_s,TIPL_kf_variance,TIPR_kf_x,TIPR_kf_y,TIPR_kf_vx,TIPR_kf_vy,TIPR_kf_state,TIPR_kf_missing_frames,TIPR_kf_age_s,TIPR_kf_variance,TIPL_kf_speed,TIPL_kf_acceleration,TIPR_kf_speed,TIPR_kf_acceleration,kf_distance,kf_distance_delta,kf_distance_rate,kf_relative_speed,kf_distance_2s_mean,kf_distance_2s_min,kf_distance_2s_max,kf_distance_2s_std,kf_distance_rate_2s_mean,kf_distance_rate_2s_min,kf_distance_rate_2s_max,kf_distance_rate_2s_std,TIPL_kf_speed_2s_mean,TIPL_kf_speed_2s_min,TIPL_kf_speed_2s_max,TIPL_kf_speed_2s_std,TIPR_kf_speed_2s_mean,TIPR_kf_speed_2s_min,TIPR_kf_speed_2s_max,TIPR_kf_speed_2s_std,TIPL_kf_variance_2s_mean,TIPL_kf_variance_2s_min,TIPL_kf_variance_2s_max,TIPL_kf_variance_2s_std,TIPR_kf_variance_2s_mean,TIPR_kf_variance_2s_min,TIPR_kf_variance_2s_max,TIPR_kf_variance_2s_std,TIPL_kf_state_2s_mean,TIPL_kf_state_2s_min,TIPL_kf_state_2s_max,TIPL_kf_state_2s_std,TIPR_kf_state_2s_mean,TIPR_kf_state_2s_min,TIPR_kf_state_2s_max,TIPR_kf_state_2s_std,TIPL_present,TIPL_x,TIPL_y
2100,34.355,1,789.6389674958673,392.5953486802295,-85.13971867515882,145.13899158779898,1,1,0.1969999999999956,351.2268821915202,1240.4831859589103,455.65986224808114,88.50505073742305,156.45729390784257,0,0,0.0,81.05214466317427,168.2679368602598,0.0,179.7554695217891,17.759403220972793,455.23361276722727,31.21042497054105,158.4285531499581,174.0132463686504,354.0685232617115,313.4131029123215,455.23361276722727,45.23487814533,55.87401493065934,-60.01885862888893,304.4996848169391,125.2005705740581,47.0669608456541,1.0578588867358625,168.2679368602598,66.30834906049671,51.07290802886647,0.2816113299134403,179.7554695217891,75.33226179397845,125.83370524225889,92.11788663578808,351.2268821915202,76.2953640264295,80.92554060377228,80.69687998979236,81.23113398562194,0.1505734977863606,0.0909090909090909,0.0,1.0,0.3015113445777636,0.0,0.0,0.0,0.0,0,0.0,0.0
2112,34.551,1,772.9515826355357,421.0425910314388,-85.13971867515882,145.13899158779898,1,2,0.3930000000000007,736.3049040791624,1236.6721370339742,487.3945754697318,37.378482391847136,159.04064186759794,0,0,0.0,81.59911538466085,168.2679368602598,0.0,163.37403928279173,-83.57872570916815,468.4435274507426,13.209914683515308,67.39752389548453,123.30436112805228,366.2764789850829,313.4131029123215,468.4435274507426,56.13171970788865,62.23151165817061,-60.01885862888893,304.4996848169391,123.70465574904946,62.23132753315878,1.0578588867358625,168.2679368602598,73.5174171558237,65.85510895083121,0.2816113299134403,179.7554695217891,80.2664269170024,183.89942718382628,92.11788663578808,736.3049040791624,198.24198361160407,80.9861093962236,80.69687998979236,81.59911538466085,0.2529859381342299,0.1818181818181818,0.0,1.0,0.4045199174779452,0.0,0.0,0.0,0.0,0,0.0,0.0
2124,34.747,1,756.2641977752047,449.48983338264713,-85.13971867515882,145.13899158779898,1,3,0.5889999999999986,1362.3445544797378,1221.997371126913,503.5197537559128,-15.674195711157338,122.75709816595676,0,0,0.0,80.7949665181111,168.2679368602598,0.0,123.75372948448062,-202.14443774648737,468.8567169784327,0.4131895276901218,2.108109835153705,72.98224464764647,378.56930617873405,313.4131029123215,468.8567169784327,62.69188893319985,62.66452936367912,-60.01885862888893,304.4996848169391,123.4629130641303,77.43224371257006,1.6065433358731434,168.2679368602598,76.81661872561106,77.04546725072895,0.2816113299134403,179.7554695217891,78.83612623826892,298.51962265967524,92.11788663578808,1362.3445544797378,403.7858471370404,80.98303293012236,80.69687998979236,81.59911538466085,0.2552854278728062,0.2727272727272727,0.0,1.0,0.4670993664969137,0.0,0.0,0.0,0.0,0,0.0,0.0
2136,34.944,1,739.4916731961982,478.0822147254439,-85.13971867515882,145.13899158779898,1,4,0.7860000000000014,2293.9853457174745,1208.0178910483753,509.6610627633794,-41.992960537531474,79.16055064390954,0,0,0.0,81.54018940069678,168.2679368602598,0.0,89.60915976033725,-173.32268895504006,469.58922523655576,0.7325082581230618,3.71831603108148,78.83398637119157,390.8690534950038,313.4131029123215,469.58922523655576,66.3044146341668,62.69811147535526,-60.01885862888893,304.4996848169391,123.44521469692776,92.58327948751428,2.30054172259589,168.2679368602598,76.8013168511931,85.1114451503369,0.2816113299134403,179.7554695217891,74.69462786990965,497.4725871502274,92.11788663578808,2293.9853457174745,716.9137280100911,81.05337682502153,80.69687998979236,81.59911538466085,0.2933891519608876,0.3636363636363636,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,0,0.0,0.0
2148,35.14,1,722.8042883358672,506.5294570766522,-85.13971867515882,145.13899158779898,1,5,0.9819999999999992,3581.3295481677824,1243.1365050017905,483.2296674317422,62.60314688484901,-22.051816642833245,0,0,0.0,81.59994319878494,168.2679368602598,0.0,66.37346319979935,-118.5494722476436,520.8536223335402,51.26439709698445,261.5530464131887,223.1159355149125,407.7669463076292,313.4131029123215,520.8536223335402,73.88766588173588,86.15964978007372,-60.01885862888893,304.4996848169391,135.04383370378156,107.66247615492044,2.30054172259589,168.2679368602598,73.53759603772731,91.11979532032652,0.4616608742561511,179.7554695217891,69.67839162782354,813.9522219953925,92.11788663578808,3581.3295481677824,1157.157372998646,81.10152048761027,80.69687998979236,81.59994319878494,0.3367079274381239,0.4545454545454545,0.0,1.0,0.5222329678670934,0.0,0.0,0.0,0.0,0,0.0,0.0
2160,35.336,1,706.1169034755362,534.9766994278605,-85.13971867515882,145.13899158779898,1,6,1.1779999999999973,5287.333965371028,1344.5391398960796,408.0034310134114,277.50381419336185,-193.0034693349784,0,0,0.0,80.95388951261397,168.2679368602598,0.0,338.02175383723727,1385.960666517555,650.9263881945915,130.07276586105127,663.6365605155746,495.83329437450425,436.45122584020095,313.4131029123215,650.9263881945915,99.7159188675944,146.2942759022503,-60.01885862888893,663.6365605155746,216.5671671129626,122.75042116743536,2.3083858837886013,168.2679368602598,66.44212370052394,121.6664865868088,0.4616608742561511,338.02175383723727,95.55436701103798,1285.3321562904307,92.11788663578808,5287.333965371028,1745.0051829315198,81.10049931376443,80.69687998979236,81.59994319878494,0.3371796682056446,0.5454545454545454,0.0,1.0,0.5222329678670934,0.0,0.0,0.0,0.0,0,0.0,0.0
2172,35.533,1,689.3443788965297,563.5690807706573,-85.13971867515882,145.13899158779898,1,7,1.375,7483.510384951885,1421.445305878579,344.1723246008968,331.21624665823174,-255.34235826100328,0,0,0.0,80.70614921340572,168.2679368602598,0.0,418.2151622940722,407.0731393747908,764.2687380141808,113.34234981958934,575.3418772567908,577.700269556297,475.553258581175,313.4131029123215,764.2687380141808,134.01941109975186,199.17922182765224,-60.01885862888893,663.6365605155746,244.7482319278949,137.83765307438728,30.36422592573422,168.2679368602598,54.04373058661006,159.64407762497387,6.900192587109697,418.2151622940722,121.9391677045729,1956.6200815472305,92.11788663578808,7483.510384951885,2500.087442205624,81.08254775420946,80.69687998979236,81.59994319878494,0.3535683173926493,0.6363636363636364,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,0,0.0,0.0
2184,35.729,1,792.4681396484375,320.7689208984375,0.0,0.0,0,0,0.0,139.05197417103673,1439.355828132282,318.73991562701394,217.4832865193968,-195.78844959235377,0,0,0.0,81.0381726035768,0.0,-858.50988194011,292.6296241139227,-640.7425417354631,646.8908705294601,-117.3778674847207,-598.866670840418,292.6296241139227,505.0540030318347,313.4131029123215,764.2687380141808,132.640168865826,150.1930570811496,-598.866670840418,663.6365605155746,337.98143210952304,135.07726889932053,0.0,168.2679368602598,60.47488097584457,185.61948049104785,56.75014268492883,418.2151622940722,116.45777357855522,1960.8628685698168,92.11788663578808,7483.510384951885,2496.6445847678347,81.11357435546259,80.70614921340572,81.59994319878494,0.3305670779559522,0.6363636363636364,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,1,792.4681396484375,320.7689208984375
2196,35.925,1,774.6507480250741,364.5897710063453,-77.81980926878695,191.39334586561407,0,0,0.0,116.59027820362692,1441.7469185069303,340.60913490976606,120.25740848414256,-50.214701537315335,0,0,0.0,81.22633002222824,206.60913715580187,1054.1282507949186,130.32022308837406,-828.1091889058691,667.5270568142945,20.636186284834366,105.2866647185438,312.424443286049,537.2461806592868,373.0950411364431,764.2687380141808,124.17958901122093,163.9037407957021,-598.866670840418,663.6365605155746,332.25824399836034,149.54741778619174,0.0,206.60913715580187,56.30715227388272,192.30766961863367,66.37346319979935,418.2151622940722,110.26458239143246,1963.0876314396205,94.89127532566232,7483.510384951885,2494.8230590827447,81.1131376315177,80.70614921340572,81.59994319878494,0.3303993653175026,0.6363636363636364,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,1,772.048095703125,370.9908447265625
2208,36.122,1,739.7910417892814,384.1873468583426,-138.50497204028466,135.1278170401824,0,0,0.0,143.38886288048514,1410.8716326442172,412.552324252779,-11.439306663741249,147.2977705240038,0,0,0.0,81.91432488886004,193.50233646632037,-66.5319831953368,147.7412973352041,88.4318489686792,671.6797833527496,4.152726538455113,21.079830144441907,127.64713504572704,564.3902481334965,424.0231877966862,764.2687380141808,117.14422555421332,138.13829946183876,-598.866670840418,663.6365605155746,331.25283687673067,158.7504516822001,0.0,206.60913715580187,54.24436687208093,193.27734445502415,66.37346319979935,418.2151622940722,109.7761076823899,1967.4965030355131,116.59027820362692,7483.510384951885,2491.231685832768,81.20959887984932,80.70614921340572,81.91432488886004,0.3954295071306977,0.6363636363636364,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,1,732.7279052734375,377.63861083984375
2220,36.318,1,716.9083379768012,383.9484447958178,-128.2875679400968,71.095897404776,0,0,0.0,116.13810856233306,1377.7198086546873,457.2233216098163,-85.90813836728812,185.365238734327,0,0,0.0,82.45641766535493,146.67081071493192,-238.93635587443325,204.30487015430435,288.5896572403104,664.8616452703354,-6.81813808241418,-34.78641878782781,121.87492941046604,586.2846533583737,455.23361276722727,764.2687380141808,110.61024863923424,111.3543083938156,-598.866670840418,663.6365605155746,332.3380029959667,156.78707657807934,0.0,206.60913715580187,54.25628564094517,195.8271629156648,66.37346319979935,418.2151622940722,109.66691868388288,1964.6549826160067,116.13810856233306,7483.510384951885,2493.5320756812966,81.35287664286069,80.70614921340572,82.45641766535493,0.5276354423349788,0.6363636363636364,0.0,1.0,0.504524979109513,0.0,0.0,0.0,0.0,1,718.5322875976562,373.771240234375
2232,36.514,1,710.9445209120776,385.1698140086862,-85.43306824368834,42.69068242352412,0,0,0.0,114.23390074977846,1356.5946046656268,478.44748248801255,-96.2143178650931,149.04794047065843,0,0,0.0,82.77909867563636,95.5055156277212,-261.0474239143336,177.4048576583801,-137.24496171389566,652.3532433336285,-12.508401936706946,-63.81837722809502,106.90229970727364,604.2046197735011,468.4435274507426,764.2687380141808,102.95852428143864,91.1500419958108,-598.866670840418,663.6365605155746,335.9262763516135,150.1723110114849,0.0,206.60913715580187,57.07868123625563,195.61347092808217,66.37346319979935,418.2151622940722,109.70365091085095,1943.110166121303,114.23390074977846,7483.510384951885,2509.8371281657837,81.50987246217542,80.70614921340572,82.77909867563636,0.6675729625399465,0.5454545454545454,0.0,1.0,0.5222329678670934,0.0,0.0,0.0,0.0,1,723.373046875,376.9318237304688
2244,36.71,1,707.2411885476299,399.0298419340284,-56.8118481271024,54.74496093729175,0,0,0.0,127.2606820280109,1337.4404181422942,489.0165670259036,-96.92538965054872,104.2865313637844,0,0,0.0,82.48067830696958,78.89611419862544,-84.74184402599971,142.37349396148247,-178.7314474331531,636.5914542895382,-15.761789044090278,-80.41729104127776,63.74530111213206,619.4907949406643,468.8567169784327,764.2687380141808,92.7642557345033,77.71233154701422,-598.866670840418,663.6365605155746,339.9043257154573,142.04759986042723,0.0,206.60913715580187,60.503291505320696,193.7043304443268,66.37346319979935,418.2151622940722,110.5006477062634,1887.742509571198,114.23390074977846,7483.510384951885,2545.5850635222077,81.59001454602168,80.70614921340572,82.77909867563636,0.7294097615593682,0.4545454545454545,0.0,1.0,0.5222329678670934,0.0,0.0,0.0,0.0,1,718.452392578125,403.7516174316406
2256,36.907,1,727.1699225093079,410.7939508009296,9.496976317332011,56.83166584741159,0,0,0.0,121.35753344436114,1321.341899265095,490.5084283758594,-89.72767303744989,58.51048040987312,0,0,0.0,82.02675575072564,57.619708452610325,-108.0020596244446,107.11924022559934,-178.95560272022288,599.4954010640312,-37.09605322550704,-188.30483870816167,99.23885054712473,631.367038948446,469.58922523655576,764.2687380141808,78.87316708707544,60.4020634976219,-598.866670840418,663.6365605155746,348.8699677173935,131.98867000518638,0.0,206.60913715580187,64.75649993383232,192.19210414806483,66.37346319979935,418.2151622940722,111.66139332665377,1774.925507658891,114.23390074977846,7483.510384951885,2598.155145364122,81.70199538535027,80.70614921340572,82.77909867563636,0.6885557874013258,0.3636363636363636,0.0,1.0,0.5045249791095129,0.0,0.0,0.0,0.0,1,748.174560546875,411.4549560546875
2268,37.103,1,757.6198671729223,437.9729929912143,70.88374850980864,91.27365236758536,0,0,0.0,122.87126681505195,1305.6297886958216,497.1936572767533,-85.21351556826917,46.99259689413705,0,0,0.0,81.10953733671997,115.56550272170593,295.64180749537803,97.31211331770837,-50.03636177495266,551.2004727555617,-48.29492830846948,-246.40269545136852,162.25648747123725,638.7862432683555,520.8536223335402,764.2687380141808,64.69844794820817,37.66378972649008,-598.866670840418,663.6365605155746,360.8782809484728,127.19753962895425,0.0,206.60913715580187,63.74564598761331,192.8923726532804,66.37346319979935,418.2151622940722,110.97577467241952,1577.5515004859435,114.23390074977846,7483.510384951885,2636.957341468435,81.66284519771602,80.70614921340572,82.77909867563636,0.710567095863999,0.2727272727272727,0.0,1.0,0.4670993664969136,0.0,0.0,0.0,0.0,1,779.3775634765625,450.1804809570313
2280,37.299,1,791.5759811187554,461.47660368135394,113.98463106997109,103.3340862463502,0,0,0.0,139.70440380607448,1282.5829122901698,510.2065989285461,-100.53952814585224,56.17703605989535,0,0,0.0,82.48370348390358,153.85197268974343,195.3391324899894,115.16968394619046,91.1100542269504,493.4191107923987,-57.781361963162965,-294.8028671589978,219.6460841206684,636.2921967646154,493.4191107923987,764.2687380141808,70.00997703556727,-12.914020598254142,-598.866670840418,663.6365605155746,365.3217419500837,125.88699743163455,0.0,206.60913715580187,62.96019565366324,197.3283927211341,97.31211331770837,418.2151622940722,106.28901472754885,1264.676487362152,114.23390074977846,7483.510384951885,2578.9711030582043,81.7431870418177,80.70614921340572,82.77909867563636,0.7515254294253102,0.1818181818181818,0.0,1.0,0.4045199174779449,0.0,0.0,0.0,0.0,1,810.37353515625,466.7365112304688
2292,37.496,1,814.03095343954,481.8334186718852,113.98463106997109,103.3340862463502,1,1,0.1970000000000027,324.298787444204,1246.4746802894897,526.359067627169,-139.73963163577204,68.40599135101974,0,0,0.0,81.76265758119027,153.85197268974343,0.0,155.58452462381035,205.1514755209103,434.72992800906064,-58.68918278333808,-297.9146334179557,256.1171085628411,616.6379731113855,434.72992800906064,764.2687380141808,92.2919194137606,-100.32776550130237,-598.866670840418,575.3418772567908,295.6436404083224,124.57645523431488,0.0,206.60913715580187,62.13442319073131,180.74319006536803,97.31211331770837,418.2151622940722,95.86225365630122,813.4914711869861,114.23390074977846,7483.510384951885,2213.011735851934,81.81671141168827,80.70614921340572,82.77909867563636,0.704686388431889,0.1818181818181818,0.0,1.0,0.4045199174779449,0.0,0.0,0.0,0.0,0,0.0,0.0
2304,37.692,1,813.0750879963845,492.1355096335826,73.14869968041505,85.89077428449366,0,0,0.0,226.34036038760144,1240.3700943452195,544.2266495390985,-88.45104033034892,79.1531912896925,0,0,0.0,82.70594463908093,112.81824928674168,-209.35573164797023,118.6963109235652,-188.2051719400282,430.4584873217245,-4.271440687336167,-21.7930647313072,161.74013415401367,586.2915866847984,430.4584873217245,671.6797833527496,93.76353620315828,-154.61276022749306,-598.866670840418,105.2866647185438,197.80656891073912,119.53557454581323,0.0,206.60913715580187,60.4621038615192,153.51420357714017,97.31211331770837,292.6296241139227,55.85427434025112,153.7487416811422,114.23390074977846,324.298787444204,64.75985378408431,81.99851099584056,81.0381726035768,82.77909867563636,0.6449538293614021,0.0909090909090909,0.0,1.0,0.3015113445777632,0.0,0.0,0.0,0.0,1,801.5625610351562,487.2178649902344
